entrez_gene_id	gene_symbol	gene_name	positive	sources	testing
89890	KBTBD6	kelch repeat and BTB (POZ) domain containing 6	0		0
89891	WDR34	WD repeat domain 34	0		0
89894	TMEM116	transmembrane protein 116	0		1
89910	UBE3B	ubiquitin protein ligase E3B	0		1
89927	C16orf45	chromosome 16 open reading frame 45	0		0
89932	PAPLN	papilin, proteoglycan-like sulfated glycoprotein	0		0
89941	RHOT2	ras homolog family member T2	0		1
89944	GLB1L2	galactosidase, beta 1-like 2	0		0
89953	KLC4	kinesin light chain 4	0		1
89958	SAPCD2	suppressor APC domain containing 2	0		1
89970	RSPRY1	ring finger and SPRY domain containing 1	0		1
89978	DPH6	diphthamine biosynthesis 6	0		0
90007	MIDN	midnolin	0		1
90019	SYT8	synaptotagmin VIII	0		1
90025	UBE3D	ubiquitin protein ligase E3D	0		0
90050	FAM181A	family with sequence similarity 181, member A	0		0
90060	CCDC120	coiled-coil domain containing 120	0		0
90070	LACRT	lacritin	0		1
90075	ZNF30	zinc finger protein 30	0		1
90102	PHLDB2	pleckstrin homology-like domain, family B, member 2	0		0
90113	VWA5B2	von Willebrand factor A domain containing 5B2	0		0
90120	C9orf69	chromosome 9 open reading frame 69	0		0
90121	TSR2	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	0		0
90134	KCNH7	potassium channel, voltage gated eag related subfamily H, member 7	0		0
90135	BTBD6	BTB (POZ) domain containing 6	0		0
90139	TSPAN18	tetraspanin 18	0		0
90141	EFCAB11	EF-hand calcium binding domain 11	0		1
90161	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	0		0
90167	FRMD7	FERM domain containing 7	0		0
90187	EMILIN3	elastin microfibril interfacer 3	0		0
90196	SYS1	Sys1 golgi trafficking protein	0		0
90199	WFDC8	WAP four-disulfide core domain 8	0		0
90203	SNX21	sorting nexin family member 21	0		0
90204	ZSWIM1	zinc finger, SWIM-type containing 1	0		1
90226	UCN2	urocortin 2	0		1
90231	KIAA2013	KIAA2013	0		0
90233	ZNF551	zinc finger protein 551	0		0
90249	UNC5A	unc-5 homolog A (C. elegans)	0		0
90268	OTULIN	OTU deubiquitinase with linear linkage specificity	0		1
90273	CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21	0		0
90288	EFCAB12	EF-hand calcium binding domain 12	0		0
90293	KLHL13	kelch-like family member 13	0		1
90313	TP53I13	tumor protein p53 inducible protein 13	0		0
90316	TGIF2LX	TGFB-induced factor homeobox 2-like, X-linked	0		0
90317	ZNF616	zinc finger protein 616	0		0
90321	ZNF766	zinc finger protein 766	0		1
90324	CCDC97	coiled-coil domain containing 97	0		0
90326	THAP3	THAP domain containing, apoptosis associated protein 3	0		0
90332	EXOC3L2	exocyst complex component 3-like 2	0		0
90333	ZNF468	zinc finger protein 468	0		0
90338	ZNF160	zinc finger protein 160	0		0
90342	FER1L5	fer-1-like family member 5	0		1
90353	CTU1	cytosolic thiouridylase subunit 1	0		0
90355	C5orf30	chromosome 5 open reading frame 30	0		1
90362	FAM110B	family with sequence similarity 110, member B	0		0
90378	SAMD1	sterile alpha motif domain containing 1	0		1
90379	DCAF15	DDB1 and CUL4 associated factor 15	0		0
90381	TICRR	TOPBP1-interacting checkpoint and replication regulator	0		1
90390	MED30	mediator complex subunit 30	0		1
90407	TMEM41A	transmembrane protein 41A	0		0
90410	IFT20	intraflagellar transport 20	0		0
90411	MCFD2	multiple coagulation factor deficiency 2	0		0
90416	C15orf57	chromosome 15 open reading frame 57	0		0
90417	KNSTRN	kinetochore-localized astrin/SPAG5 binding protein	0		1
90423	ATP6V1E2	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2	0		1
90427	BMF	Bcl2 modifying factor	0		0
90441	ZNF622	zinc finger protein 622	0		1
90459	ERI1	exoribonuclease 1	0		1
90480	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	0		0
90485	ZNF835	zinc finger protein 835	0		0
90488	TMEM263	transmembrane protein 263	0		1
90506	LRRC46	leucine rich repeat containing 46	0		1
90507	SCRN2	secernin 2	0		0
90522	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	0		0
90523	MLIP	muscular LMNA-interacting protein	0		1
90525	SHF	Src homology 2 domain containing F	0		0
90527	DUOXA1	dual oxidase maturation factor 1	0		1
90529	STPG1	sperm-tail PG-rich repeat containing 1	0		0
90550	MCU	mitochondrial calcium uniporter	0		0
90557	CCDC74A	coiled-coil domain containing 74A	0		0
90576	ZNF799	zinc finger protein 799	0		0
90580	C19orf52	chromosome 19 open reading frame 52	0		0
90589	ZNF625	zinc finger protein 625	0		1
90592	ZNF700	zinc finger protein 700	0		1
90594	ZNF439	zinc finger protein 439	0		0
90624	LYRM7	LYR motif containing 7	0		1
90625	ERVH48-1	endogenous retrovirus group 48, member 1	0		0
90627	STARD13	StAR-related lipid transfer (START) domain containing 13	0		0
90634	N4BP2L1	NEDD4 binding protein 2-like 1	0		0
90637	ZFAND2A	zinc finger, AN1-type domain 2A	0		0
90639	COX19	COX19 cytochrome c oxidase assembly factor	0		0
90649	ZNF486	zinc finger protein 486	0		0
90655	TGIF2LY	TGFB-induced factor homeobox 2-like, Y-linked	0		1
90665	TBL1Y	transducin (beta)-like 1, Y-linked	0		0
90668	LRRC16B	leucine rich repeat containing 16B	0		1
90673	PPP1R3E	protein phosphatase 1, regulatory subunit 3E	0		0
90678	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	0		1
90693	CCDC126	coiled-coil domain containing 126	0		0
90701	SEC11C	SEC11 homolog C (S. cerevisiae)	0		0
90736	FAM104B	family with sequence similarity 104, member B	0		0
90737	PAGE5	P antigen family, member 5 (prostate associated)	0		1
90780	PYGO2	pygopus family PHD finger 2	0		1
90799	CEP95	centrosomal protein 95kDa	0		0
90806	ANGEL2	angel homolog 2 (Drosophila)	0		1
90809	TMEM55B	transmembrane protein 55B	0		0
90826	PRMT9	protein arginine methyltransferase 9	0		1
90827	ZNF479	zinc finger protein 479	0		0
90835	C16orf93	chromosome 16 open reading frame 93	0		0
90843	TCEAL8	transcription elongation factor A (SII)-like 8	0		0
90850	ZNF598	zinc finger protein 598	0		1
90853	SPOCD1	SPOC domain containing 1	0		0
90861	HN1L	hematological and neurological expressed 1-like	0		1
90864	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	0		0
90865	IL33	interleukin 33	0		1
90871	TMEM261	transmembrane protein 261	0		0
90874	ZNF697	zinc finger protein 697	0		1
90933	TRIM41	tripartite motif containing 41	0		0
90952	ESAM	endothelial cell adhesion molecule	0		0
90956	ADCK2	aarF domain containing kinase 2	0		1
90957	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	0		0
90987	ZNF251	zinc finger protein 251	0		0
90990	KIFC2	kinesin family member C2	0		1
90993	CREB3L1	cAMP responsive element binding protein 3-like 1	0		1
91010	FMNL3	formin-like 3	0		0
91012	CERS5	ceramide synthase 5	0		0
91039	DPP9	dipeptidyl-peptidase 9	0		1
91050	CCDC149	coiled-coil domain containing 149	0		0
91056	AP5B1	adaptor-related protein complex 5, beta 1 subunit	0		0
91057	CCDC34	coiled-coil domain containing 34	0		0
91074	ANKRD30A	ankyrin repeat domain 30A	0		0
91107	TRIM47	tripartite motif containing 47	0		1
91120	ZNF682	zinc finger protein 682	0		0
91133	L3MBTL4	l(3)mbt-like 4 (Drosophila)	0		1
91137	SLC25A46	solute carrier family 25, member 46	0		1
91147	TMEM67	transmembrane protein 67	0		0
91151	TIGD7	tigger transposable element derived 7	0		0
91156	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	0		1
91179	SCARF2	scavenger receptor class F, member 2	0		1
91181	NUP210L	nucleoporin 210kDa-like	0		0
91227	GGTLC2	gamma-glutamyltransferase light chain 2	0		0
91252	SLC39A13	solute carrier family 39 (zinc transporter), member 13	0		0
91272	BOD1	biorientation of chromosomes in cell division 1	0		0
91283	MSANTD3	Myb/SANT-like DNA-binding domain containing 3	0		0
91289	LMF2	lipase maturation factor 2	0		0
91298	C12orf29	chromosome 12 open reading frame 29	0		1
91300	R3HDM4	R3H domain containing 4	0		1
91304	TMEM259	transmembrane protein 259	0		1
91319	DERL3	derlin 3	0		1
91351	DDX60L	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like	0		1
91355	LRP5L	low density lipoprotein receptor-related protein 5-like	0		0
91368	CDKN2AIPNL	CDKN2A interacting protein N-terminal like	0		0
91369	ANKRD40	ankyrin repeat domain 40	0		0
91373	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	0		0
91392	ZNF502	zinc finger protein 502	0		0
91404	SESTD1	SEC14 and spectrin domains 1	0		1
91408	BTF3L4	basic transcription factor 3-like 4	0		0
91409	CCDC74B	coiled-coil domain containing 74B	0		1
91419	XRCC6BP1	XRCC6 binding protein 1	0		0
91433	RCCD1	RCC1 domain containing 1	0		0
91442	FAAP24	Fanconi anemia core complex associated protein 24	0		0
91445	RNF185	ring finger protein 185	0		0
91452	ACBD5	acyl-CoA binding domain containing 5	0		1
91461	PKDCC	protein kinase domain containing, cytoplasmic	0		1
91464	ISX	intestine-specific homeobox	0		0
91522	COL23A1	collagen, type XXIII, alpha 1	0		1
91523	PCED1B	PC-esterase domain containing 1B	0		0
91526	ANKRD44	ankyrin repeat domain 44	0		1
91543	RSAD2	radical S-adenosyl methionine domain containing 2	0		0
91544	UBXN11	UBX domain protein 11	0		0
91574	C12orf65	chromosome 12 open reading frame 65	0		0
91582	RPS19BP1	ribosomal protein S19 binding protein 1	0		0
91584	PLXNA4	plexin A4	0		1
91603	ZNF830	zinc finger protein 830	0		0
91607	SLFN11	schlafen family member 11	0		0
91608	RASL10B	RAS-like, family 10, member B	0		0
91612	CHURC1	churchill domain containing 1	0		0
91614	DEPDC7	DEP domain containing 7	0		0
91624	NEXN	nexilin (F actin binding protein)	0		1
91646	TDRD12	tudor domain containing 12	0		0
91647	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	0		1
91653	BOC	BOC cell adhesion associated, oncogene regulated	0		0
91661	ZNF765	zinc finger protein 765	0		0
91662	NLRP12	NLR family, pyrin domain containing 12	0		0
91663	MYADM	myeloid-associated differentiation marker	0		0
91664	ZNF845	zinc finger protein 845	0		0
91683	SYT12	synaptotagmin XII	0		0
91687	CENPL	centromere protein L	0		1
91689	SMDT1	single-pass membrane protein with aspartate-rich tail 1	0		0
91694	LONRF1	LON peptidase N-terminal domain and ring finger 1	0		0
91703	ACY3	aminoacylase 3	0		1
91734	IDI2	isopentenyl-diphosphate delta isomerase 2	0		1
91746	YTHDC1	YTH domain containing 1	0		0
91748	ELMSAN1	ELM2 and Myb/SANT-like domain containing 1	0		0
91749	KIAA1919	KIAA1919	0		1
91750	LIN52	lin-52 DREAM MuvB core complex component	0		0
91752	ZNF804A	zinc finger protein 804A	0		0
91754	NEK9	NIMA-related kinase 9	0		0
91768	CABLES1	Cdk5 and Abl enzyme substrate 1	0		0
91775	NXPE3	neurexophilin and PC-esterase domain family, member 3	0		0
91782	CHMP7	charged multivesicular body protein 7	0		0
91801	ALKBH8	alkB, alkylation repair homolog 8 (E. coli)	0		0
91807	MYLK3	myosin light chain kinase 3	0		1
91828	EXOC3L4	exocyst complex component 3-like 4	0		0
91833	WDR20	WD repeat domain 20	0		0
91851	CHRDL1	chordin-like 1	0		0
91860	CALML4	calmodulin-like 4	0		1
91862	MARVELD3	MARVEL domain containing 3	0		0
91869	RFT1	RFT1 homolog (S. cerevisiae)	0		0
91875	TTC5	tetratricopeptide repeat domain 5	0		1
91893	FDXACB1	ferredoxin-fold anticodon binding domain containing 1	0		0
91894	C11orf52	chromosome 11 open reading frame 52	0		0
91937	TIMD4	T-cell immunoglobulin and mucin domain containing 4	0		0
91942	NDUFAF2	NADH dehydrogenase (ubiquinone) complex I, assembly factor 2	0		1
91947	ARRDC4	arrestin domain containing 4	0		1
91949	COG7	component of oligomeric golgi complex 7	0		0
91966	CXorf40A	chromosome X open reading frame 40A	0		0
91975	ZNF300	zinc finger protein 300	0		0
91977	MYOZ3	myozenin 3	0		1
91978	TPGS1	tubulin polyglutamylase complex subunit 1	0		0
92002	FAM58A	family with sequence similarity 58, member A	0		0
92014	SLC25A51	solute carrier family 25, member 51	0		0
92017	SNX29	sorting nexin 29	0		0
92086	GGTLC1	gamma-glutamyltransferase light chain 1	0		0
92092	ZC3HAV1L	zinc finger CCCH-type, antiviral 1-like	0		0
92104	TTC30A	tetratricopeptide repeat domain 30A	0		0
92105	INTS4	integrator complex subunit 4	0		0
92106	OXNAD1	oxidoreductase NAD-binding domain containing 1	0		0
92126	DSEL	dermatan sulfate epimerase-like	0		0
92129	RIPPLY1	ripply transcriptional repressor 1	0		0
92140	MTDH	metadherin	0		0
92154	MTSS1L	metastasis suppressor 1-like	0		0
92162	TMEM88	transmembrane protein 88	0		0
92170	MTG1	mitochondrial ribosome-associated GTPase 1	0		1
92181	UBTD2	ubiquitin domain containing 2	0		1
92196	DAPL1	death associated protein-like 1	0		0
92211	CDHR1	cadherin-related family member 1	0		0
92235	DUSP27	dual specificity phosphatase 27 (putative)	0		0
92241	RCSD1	RCSD domain containing 1	0		1
92255	LMBRD2	LMBR1 domain containing 2	0		0
92259	MRPS36	mitochondrial ribosomal protein S36	0		1
92270	ATP6AP1L	ATPase, H+ transporting, lysosomal accessory protein 1-like	0		1
92283	ZNF461	zinc finger protein 461	0		1
92285	ZNF585B	zinc finger protein 585B	0		0
92291	CAPN13	calpain 13	0		0
92292	GLYATL1	glycine-N-acyltransferase-like 1	0		1
92293	TMEM132C	transmembrane protein 132C	0		0
92304	SCGB3A1	secretoglobin, family 3A, member 1	0		1
92305	TMEM129	transmembrane protein 129, E3 ubiquitin protein ligase	0		0
92312	MEX3A	mex-3 RNA binding family member A	0		0
92335	STRADA	STE20-related kinase adaptor alpha	0		0
92340	PRR29	proline rich 29	0		0
92342	METTL18	methyltransferase like 18	0		0
92344	GORAB	golgin, RAB6-interacting	0		0
92345	NAF1	nuclear assembly factor 1 ribonucleoprotein	0		0
92346	C1orf105	chromosome 1 open reading frame 105	0		1
92359	CRB3	crumbs family member 3	0		0
92369	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	0		1
92370	PXYLP1	2-phosphoxylose phosphatase 1	0		0
92399	MRRF	mitochondrial ribosome recycling factor	0		0
92400	RBM18	RNA binding motif protein 18	0		1
92421	CHMP4C	charged multivesicular body protein 4C	0		0
92482	BBIP1	BBSome interacting protein 1	0		0
92483	LDHAL6B	lactate dehydrogenase A-like 6B	0		0
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	0		1
92552	ATXN3L	ataxin 3-like	0		0
92558	CCDC64	coiled-coil domain containing 64	0		0
92565	FANK1	fibronectin type III and ankyrin repeat domains 1	0		1
92579	G6PC3	glucose 6 phosphatase, catalytic, 3	0		0
92591	ASB16	ankyrin repeat and SOCS box containing 16	0		0
92595	ZNF764	zinc finger protein 764	0		0
92597	MOB1B	MOB kinase activator 1B	0		0
92609	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	0		0
92610	TIFA	TRAF-interacting protein with forkhead-associated domain	0		1
92667	MGME1	mitochondrial genome maintenance exonuclease 1	0		1
92675	DTD1	D-tyrosyl-tRNA deacylase 1	0		0
92689	FAM114A1	family with sequence similarity 114, member A1	0		0
92691	TMEM169	transmembrane protein 169	0		0
92703	TMEM183A	transmembrane protein 183A	0		1
92714	ARRDC1	arrestin domain containing 1	0		0
92715	DPH7	diphthamide biosynthesis 7	0		1
92736	OTOP2	otopetrin 2	0		0
92737	DNER	delta/notch-like EGF repeat containing	0		0
92745	SLC38A5	solute carrier family 38, member 5	0		1
92747	BPIFB1	BPI fold containing family B, member 1	0		1
92749	DRC1	dynein regulatory complex subunit 1	0		1
92797	HELB	helicase (DNA) B	0		0
92799	SHKBP1	SH3KBP1 binding protein 1	0		0
92806	CENPBD1	CENPB DNA-binding domains containing 1	0		0
92815	HIST3H2A	histone cluster 3, H2a	0		0
92822	ZNF276	zinc finger protein 276	0		0
92840	REEP6	receptor accessory protein 6	0		1
92856	IMP4	IMP4, U3 small nucleolar ribonucleoprotein	0		0
92906	HNRNPLL	heterogeneous nuclear ribonucleoprotein L-like	0		0
92912	UBE2Q2	ubiquitin-conjugating enzyme E2Q family member 2	0		0
92922	CCDC102A	coiled-coil domain containing 102A	0		0
92935	MARS2	methionyl-tRNA synthetase 2, mitochondrial	0		0
92949	ADAMTSL1	ADAMTS-like 1	0		0
92960	PEX11G	peroxisomal biogenesis factor 11 gamma	0		1
92979	MARCH9	membrane-associated ring finger (C3HC4) 9	0		1
92999	ZBTB47	zinc finger and BTB domain containing 47	0		0
93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	0		0
93034	NT5C1B	5'-nucleotidase, cytosolic IB	0		0
93035	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	0		0
93058	COQ10A	coenzyme Q10 homolog A (S. cerevisiae)	0		0
93081	TEX30	testis expressed 30	0		0
93082	NEURL3	neuralized E3 ubiquitin protein ligase 3	0		0
93099	DMKN	dermokine	0		1
93100	NAPRT	nicotinate phosphoribosyltransferase	0		0
93107	KCNG4	potassium channel, voltage gated modifier subfamily G, member 4	0		1
93109	TMEM44	transmembrane protein 44	0		0
93129	ORAI3	ORAI calcium release-activated calcium modulator 3	0		1
93134	ZNF561	zinc finger protein 561	0		0
93145	OLFM2	olfactomedin 2	0		0
93166	PRDM6	PR domain containing 6	0		0
93183	PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	0		0
93185	IGSF8	immunoglobulin superfamily, member 8	0		0
93190	C1orf158	chromosome 1 open reading frame 158	0		0
93210	PGAP3	post-GPI attachment to proteins 3	0		1
93233	CCDC114	coiled-coil domain containing 114	0		0
93273	LEMD1	LEM domain containing 1	0		1
93323	HAUS8	HAUS augmin-like complex, subunit 8	0		0
93343	MVB12A	multivesicular body subunit 12A	0		0
93349	SP140L	SP140 nuclear body protein-like	0		0
93377	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	0		0
93380	MMGT1	membrane magnesium transporter 1	0		1
93408	MYL10	myosin, light chain 10, regulatory	0		0
93426	SYCE1	synaptonemal complex central element protein 1	0		1
93432	MGAM2	maltase-glucoamylase 2 (putative)	0		0
93436	ARMC6	armadillo repeat containing 6	0		0
93474	ZNF670	zinc finger protein 670	0		1
93487	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like	0		1
93492	TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	0		0
93517	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	0		0
93550	ZFAND4	zinc finger, AN1-type domain 4	0		0
93587	TRMT10A	tRNA methyltransferase 10 homolog A (S. cerevisiae)	0		1
93589	CACNA2D4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	0		1
93594	TBC1D31	TBC1 domain family, member 31	0		0
93611	FBXO44	F-box protein 44	0		0
93621	MRFAP1	Morf4 family associated protein 1	0		0
93624	TADA2B	transcriptional adaptor 2B	0		1
93627	TBCK	TBC1 domain containing kinase	0		1
93643	TJAP1	tight junction associated protein 1 (peripheral)	0		0
93649	MYOCD	myocardin	0		0
93650	ACPT	acid phosphatase, testicular	0		0
93659	CGB5	chorionic gonadotropin, beta polypeptide 5	0		0
93661	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	0		1
93663	ARHGAP18	Rho GTPase activating protein 18	0		0
93664	CADPS2	Ca++-dependent secretion activator 2	0		0
93953	ACRC	acidic repeat containing	0		0
93973	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	0		0
93974	ATPIF1	ATPase inhibitory factor 1	0		0
93978	CLEC6A	C-type lectin domain family 6, member A	0		1
93979	CPA5	carboxypeptidase A5	0		0
93980	DYRK1AIP1	DYRK1A interacting protein 1	0		0
93981	DYRK1AIP2	DYRK1A interacting protein 2	0		1
93986	FOXP2	forkhead box P2	0		0
94005	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	0		0
94015	TTYH2	tweety family member 2	0		0
94025	MUC16	mucin 16, cell surface associated	0		1
94026	POM121L2	POM121 transmembrane nucleoporin-like 2	0		0
94027	CGB7	chorionic gonadotropin, beta polypeptide 7	0		0
94030	LRRC4B	leucine rich repeat containing 4B	0		0
94031	HTRA3	HtrA serine peptidase 3	0		0
94032	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	0		0
94033	FTMT	ferritin mitochondrial	0		1
94039	ZNF101	zinc finger protein 101	0		0
94056	SYAP1	synapse associated protein 1	0		0
94059	LENG9	leukocyte receptor cluster (LRC) member 9	0		0
94081	SFXN1	sideroflexin 1	0		0
94086	HSPB9	heat shock protein, alpha-crystallin-related, B9	0		1
94097	SFXN5	sideroflexin 5	0		0
94101	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	0		0
